pre_16_r,pre_16_tot,rrc_16_r,rrc_16_tot,SD,HD
336,681,292,621,1.0,1.0
49,93,37,81,1.0,1.0
327,534,293,485,1.0,1.0
81,104,72,95,1.0,1.0
137,164,131,158,1.0,1.0
347,389,277,328,1.0,1.0
253,270,221,241,1.0,1.0
259,286,217,258,1.0,1.0
121,171,104,150,1.0,1.0
97,122,78,102,1.0,1.0
73,79,63,69,1.0,1.0
206,423,149,342,29.0,74.0
254,467,191,363,29.0,74.0
31,44,24,36,29.0,74.0
118,228,84,174,29.0,74.0
29,72,24,48,29.0,74.0
229,411,183,338,29.0,74.0
47,166,30,131,29.0,74.0
79,182,61,145,29.0,74.0
92,322,58,247,29.0,74.0
159,370,106,289,29.0,74.0
173,391,122,306,29.0,74.0
113,236,102,217,18.0,43.0
131,195,123,183,18.0,43.0
112,127,101,117,18.0,43.0
463,586,414,545,18.0,43.0
136,311,102,266,18.0,43.0
310,422,276,392,18.0,43.0
59,231,45,197,18.0,43.0
105,214,100,185,18.0,43.0
340,449,289,398,18.0,43.0
61,93,59,87,18.0,43.0
123,130,119,125,31.0,88.0
134,135,123,126,31.0,88.0
316,360,295,341,5.0,12.0
769,933,680,878,5.0,12.0
333,379,310,356,5.0,12.0
55,63,49,56,5.0,12.0
93,105,91,108,5.0,12.0
345,386,316,371,5.0,12.0
158,180,156,179,5.0,12.0
848,1245,852,1186,2.0,33.0
2484,3359,2536,3226,2.0,33.0
1566,2272,1553,2147,2.0,33.0
1617,2060,1662,2009,2.0,33.0
1544,1831,1551,1755,2.0,33.0
2614,3253,2610,3080,2.0,33.0
2974,3719,2962,3573,2.0,33.0
2009,2808,2011,2668,2.0,33.0
403,773,418,740,2.0,33.0
2964,4082,2958,3920,2.0,33.0
1146,1869,1159,1796,2.0,33.0
2568,3225,2595,3110,2.0,33.0
623,729,564,669,28.0,72.0
247,267,231,248,28.0,72.0
389,462,361,432,28.0,72.0
133,229,118,212,1.0,11.0
202,390,197,357,1.0,11.0
570,717,519,658,1.0,11.0
769,932,732,902,1.0,11.0
530,629,497,590,1.0,11.0
1016,1217,994,1197,1.0,11.0
446,550,427,525,1.0,11.0
444,835,439,779,1.0,11.0
645,820,606,771,1.0,11.0
995,1177,934,1118,1.0,11.0
1520,1868,1492,1805,1.0,11.0
1214,1547,1175,1497,1.0,11.0
890,1066,876,1044,1.0,11.0
1034,1269,993,1223,1.0,11.0
247,286,232,274,1.0,11.0
635,691,605,660,3.0,11.0
1077,1212,1016,1138,3.0,11.0
169,190,162,185,3.0,11.0
814,923,788,899,3.0,11.0
187,275,176,263,3.0,11.0
49,110,48,99,3.0,11.0
148,164,127,148,3.0,11.0
919,1047,902,1020,3.0,11.0
232,258,218,244,3.0,9.0
514,747,482,694,3.0,9.0
206,244,192,231,3.0,9.0
156,184,147,171,3.0,9.0
495,555,452,517,3.0,9.0
426,457,392,429,3.0,9.0
559,698,509,653,5.0,18.0
496,644,426,577,5.0,18.0
533,777,463,705,27.0,43.0
1529,2023,1398,1862,27.0,43.0
1056,1418,940,1280,27.0,43.0
314,422,291,380,27.0,43.0
1941,2469,1876,2289,27.0,43.0
519,714,475,630,27.0,43.0
261,328,243,308,31.0,53.0
305,351,282,327,31.0,53.0
64,102,61,91,31.0,53.0
191,248,177,231,31.0,53.0
156,176,144,163,31.0,83.0
56,65,55,65,31.0,83.0
1151,1304,1077,1218,31.0,83.0
523,720,476,665,31.0,83.0
477,539,445,509,31.0,83.0
603,729,561,687,31.0,83.0
92,102,78,91,31.0,83.0
328,355,304,335,10.0,68.0
380,399,353,371,10.0,68.0
158,167,144,156,10.0,68.0
356,512,349,495,3.0,11.0
197,211,188,207,3.0,11.0
701,831,682,796,3.0,11.0
1196,1295,1145,1266,3.0,11.0
396,495,378,476,3.0,11.0
300,354,284,338,3.0,11.0
695,792,669,774,3.0,11.0
317,711,335,688,3.0,11.0
233,266,220,260,3.0,11.0
112,140,96,122,31.0,87.0
80,104,68,95,31.0,87.0
74,76,69,72,31.0,87.0
74,77,65,73,31.0,87.0
126,137,120,132,31.0,87.0
46,50,41,45,31.0,87.0
295,318,259,285,31.0,87.0
1402,1651,1364,1594,1.0,6.0
897,1138,859,1089,1.0,6.0
1966,2277,1926,2200,1.0,6.0
73,186,73,174,1.0,6.0
54,308,46,284,1.0,6.0
673,771,619,715,22.0,58.0
898,1048,848,1003,22.0,58.0
796,918,726,843,22.0,58.0
839,1010,801,941,22.0,58.0
252,1408,170,1094,21.0,31.0
568,646,522,594,10.0,60.0
203,213,190,206,10.0,60.0
719,806,663,762,10.0,60.0
509,547,469,516,10.0,60.0
248,262,231,249,10.0,60.0
126,142,116,131,31.0,72.0
153,165,143,150,31.0,72.0
273,307,240,279,31.0,88.0
136,182,131,175,31.0,88.0
124,175,112,161,31.0,88.0
653,1395,746,1325,10.0,97.0
274,442,302,420,10.0,97.0
622,1177,686,1107,10.0,97.0
76,310,71,275,10.0,90.0
498,1207,512,1110,9.0,101.0
591,1041,606,986,10.0,94.0
1304,2044,1296,1971,9.0,94.0
1763,2721,1803,2656,9.0,93.0
2794,4170,2910,4080,9.0,93.0
334,1364,353,1329,22.0,92.0
18,522,22,519,10.0,95.0
43,1357,38,1341,10.0,95.0
178,326,163,301,10.0,95.0
94,348,93,328,10.0,95.0
1271,2863,1350,2801,10.0,90.0
229,659,216,615,22.0,101.0
3,37,3,35,22.0,92.0
586,860,592,836,10.0,96.0
986,1520,1033,1510,10.0,96.0
343,979,344,952,22.0,101.0
1385,2072,1509,2013,12.0,98.0
1116,1523,1153,1485,9.0,98.0
1180,1859,1309,1833,12.0,98.0
1204,1785,1221,1716,9.0,93.0
1164,2256,1182,2138,22.0,98.0
313,433,326,421,9.0,98.0
379,495,392,478,10.0,97.0
485,1282,491,1251,22.0,101.0
702,2403,738,2282,22.0,101.0
736,2297,808,2230,22.0,101.0
220,694,243,675,23.0,101.0
0,0,0,0,9.0,98.0
203,452,230,425,9.0,95.0
470,940,519,894,9.0,99.0
300,839,327,789,9.0,99.0
295,801,327,767,9.0,101.0
519,822,534,782,9.0,94.0
196,563,226,520,9.0,99.0
219,1175,226,1060,9.0,90.0
109,536,113,482,9.0,90.0
129,649,129,571,9.0,90.0
216,384,192,350,9.0,99.0
526,857,564,820,9.0,94.0
753,1312,761,1271,10.0,94.0
2507,3204,2520,3107,9.0,99.0
499,588,491,571,9.0,99.0
2585,3291,2576,3209,9.0,93.0
400,498,391,467,9.0,93.0
231,1238,234,1213,10.0,95.0
297,902,297,845,22.0,101.0
1547,2074,1577,2027,9.0,91.0
25,26,24,27,9.0,91.0
1087,1448,1109,1399,9.0,91.0
2684,4328,2808,4206,9.0,93.0
177,319,183,300,9.0,90.0
288,653,282,615,9.0,95.0
518,1409,524,1344,22.0,92.0
638,810,640,780,9.0,99.0
1914,2359,1915,2326,9.0,99.0
297,360,272,328,9.0,99.0
1455,1749,1381,1664,9.0,99.0
116,594,109,541,9.0,90.0
8,8,8,8,9.0,95.0
66,386,60,359,10.0,90.0
937,1596,945,1544,10.0,94.0
702,1246,709,1184,10.0,96.0
571,793,513,720,5.0,17.0
874,1454,803,1313,5.0,17.0
702,1207,631,1106,5.0,17.0
999,1309,909,1215,5.0,17.0
276,395,261,372,5.0,17.0
540,1221,525,1120,26.0,125.0
695,1413,670,1301,26.0,116.0
424,1154,448,1079,26.0,125.0
256,678,256,598,26.0,125.0
1505,2871,1554,2766,22.0,96.0
1619,2633,1670,2554,9.0,93.0
900,1327,902,1282,9.0,93.0
237,398,266,387,9.0,90.0
394,877,440,818,9.0,99.0
1466,2144,1448,2058,9.0,97.0
78,471,71,414,9.0,90.0
0,0,0,0,9.0,90.0
326,1224,316,1189,10.0,95.0
47,312,38,300,10.0,90.0
65,531,71,499,10.0,90.0
1,3,1,3,9.0,90.0
279,667,271,622,22.0,101.0
742,1117,741,1096,10.0,94.0
520,1421,491,1285,22.0,101.0
447,1212,435,1176,10.0,99.0
422,774,411,734,10.0,97.0
140,542,127,494,10.0,90.0
537,904,585,854,9.0,99.0
270,700,315,644,9.0,99.0
84,195,79,177,9.0,90.0
544,1682,552,1595,22.0,101.0
1430,1963,1515,1921,9.0,98.0
2034,2775,2157,2709,9.0,98.0
739,1340,843,1275,9.0,99.0
1041,1768,1118,1713,10.0,97.0
2101,3506,2164,3371,9.0,93.0
0,0,0,0,9.0,90.0
131,394,135,355,9.0,99.0
898,1403,864,1319,9.0,99.0
402,754,382,681,9.0,99.0
343,1020,350,963,22.0,92.0
395,1200,401,1128,22.0,101.0
2010,2908,2072,2826,9.0,93.0
985,1515,996,1458,9.0,93.0
1269,2007,1313,1940,9.0,93.0
1033,1254,1003,1212,10.0,96.0
1545,1956,1540,1907,10.0,96.0
472,815,485,775,22.0,92.0
680,1225,661,1155,22.0,92.0
383,1326,407,1241,22.0,92.0
468,613,480,604,9.0,98.0
80,191,90,178,9.0,90.0
8,18,12,21,9.0,90.0
117,568,121,514,10.0,90.0
158,357,143,319,9.0,95.0
0,0,0,0,10.0,95.0
702,1408,710,1365,22.0,92.0
432,1363,429,1276,22.0,101.0
435,1312,436,1240,22.0,101.0
1000,1478,1017,1440,22.0,96.0
851,1313,808,1226,9.0,91.0
0,0,0,0,22.0,92.0
929,1361,967,1317,22.0,96.0
179,638,197,578,9.0,90.0
20,796,17,759,10.0,90.0
19,80,21,71,9.0,90.0
730,1587,769,1503,22.0,92.0
437,1346,455,1295,23.0,101.0
561,1163,568,1096,22.0,92.0
1030,1776,1106,1730,9.0,93.0
3,4,2,3,9.0,95.0
1185,1676,1242,1602,28.0,71.0
394,568,378,534,28.0,71.0
166,192,145,174,28.0,68.0
2187,4046,2389,3808,25.0,19.0
455,558,399,512,3.0,9.0
187,196,178,192,3.0,9.0
370,400,342,369,3.0,9.0
402,1062,368,907,19.0,74.0
1014,1140,969,1100,2.0,2.0
214,538,176,475,18.0,30.0
547,1092,510,1030,18.0,30.0
233,571,220,525,18.0,30.0
313,916,259,836,18.0,30.0
42,118,37,107,18.0,30.0
203,297,181,267,18.0,30.0
508,659,475,622,18.0,30.0
284,328,263,313,18.0,30.0
683,996,647,940,18.0,30.0
1369,1782,1316,1681,18.0,30.0
924,1003,860,951,18.0,30.0
163,355,135,326,18.0,30.0
344,713,273,629,18.0,30.0
221,271,197,253,18.0,30.0
129,433,115,387,18.0,30.0
527,1308,502,1193,5.0,12.0
1030,1235,990,1182,5.0,12.0
1788,2203,1670,2088,5.0,12.0
721,952,671,891,5.0,12.0
194,259,188,240,5.0,12.0
275,391,259,365,5.0,12.0
440,852,447,835,18.0,85.0
732,1014,730,1001,18.0,85.0
368,657,370,645,18.0,85.0
19,1387,24,1363,18.0,85.0
159,786,162,771,18.0,85.0
320,461,313,433,17.0,85.0
294,424,286,407,18.0,85.0
93,208,93,203,18.0,85.0
608,806,588,772,18.0,85.0
54,122,50,107,31.0,81.0
456,731,433,702,18.0,12.0
929,1170,903,1121,18.0,12.0
1153,1487,1145,1424,18.0,12.0
778,1105,754,1055,18.0,12.0
847,965,822,926,18.0,12.0
522,592,506,569,18.0,12.0
516,573,487,539,18.0,12.0
232,1732,158,1313,21.0,80.0
255,1601,205,1275,21.0,80.0
387,1714,291,1394,21.0,42.0
281,2014,231,1596,21.0,80.0
398,1820,328,1452,21.0,80.0
42,213,36,176,21.0,42.0
81,499,49,392,21.0,42.0
135,790,77,619,21.0,42.0
24,205,20,167,21.0,42.0
207,914,158,753,21.0,42.0
137,670,106,567,21.0,42.0
63,410,45,348,21.0,42.0
140,832,99,665,21.0,42.0
619,2188,510,1775,21.0,42.0
94,534,84,430,21.0,42.0
324,968,283,785,21.0,42.0
14,82,12,66,21.0,80.0
119,376,77,314,21.0,80.0
362,1563,298,1287,21.0,42.0
75,349,58,282,21.0,42.0
156,456,127,370,21.0,42.0
24,200,29,169,21.0,42.0
280,1038,227,858,21.0,42.0
114,654,71,534,21.0,42.0
43,416,31,334,21.0,42.0
332,1523,285,1213,21.0,42.0
116,765,94,615,21.0,42.0
296,1635,247,1321,21.0,42.0
173,572,146,470,21.0,42.0
88,275,69,226,21.0,42.0
198,709,152,572,21.0,42.0
103,538,84,464,21.0,42.0
61,372,36,304,21.0,80.0
156,832,106,666,21.0,42.0
73,432,43,344,21.0,42.0
162,1171,110,908,21.0,80.0
37,252,36,198,21.0,80.0
1199,1330,1107,1253,17.0,85.0
82,85,74,78,28.0,88.0
166,168,155,156,28.0,88.0
326,358,300,333,28.0,88.0
74,76,70,72,28.0,88.0
316,359,291,334,28.0,88.0
72,79,67,75,28.0,88.0
109,125,97,116,28.0,88.0
96,102,90,96,28.0,88.0
255,619,249,556,26.0,119.0
70,159,67,143,26.0,125.0
23,37,22,36,25.0,122.0
0,0,0,0,26.0,120.0
377,792,368,748,26.0,120.0
23,72,18,62,26.0,119.0
383,1521,365,1406,26.0,119.0
212,1021,195,907,26.0,119.0
319,1189,298,1066,26.0,125.0
275,906,255,825,26.0,125.0
220,578,217,519,26.0,125.0
139,416,134,385,26.0,116.0
268,1180,228,1057,26.0,119.0
32,75,25,64,26.0,120.0
647,1330,612,1214,26.0,119.0
227,796,208,720,26.0,119.0
249,645,241,567,26.0,123.0
255,895,247,816,26.0,125.0
397,954,403,898,26.0,125.0
315,973,304,906,26.0,120.0
563,975,550,890,26.0,120.0
171,259,162,229,25.0,122.0
509,1024,545,968,26.0,122.0
69,113,66,102,26.0,119.0
932,2023,900,1862,26.0,119.0
573,1143,553,1057,26.0,119.0
476,838,439,752,19.0,118.0
610,1162,593,1072,26.0,119.0
751,1112,759,1053,19.0,118.0
707,1088,665,992,19.0,118.0
532,961,538,916,26.0,120.0
68,73,55,62,31.0,83.0
28,28,24,25,31.0,83.0
399,486,384,466,18.0,17.0
622,798,612,774,18.0,17.0
370,436,354,417,18.0,17.0
19,20,14,17,21.0,17.0
119,409,99,372,21.0,17.0
288,597,277,566,21.0,17.0
259,411,238,391,21.0,17.0
691,1239,649,1130,21.0,17.0
279,747,244,686,21.0,17.0
188,265,176,249,21.0,17.0
303,411,270,381,21.0,17.0
619,1305,582,1143,27.0,37.0
272,508,228,432,27.0,37.0
121,438,110,370,27.0,37.0
460,513,420,482,31.0,87.0
206,210,193,201,31.0,87.0
176,228,157,205,31.0,88.0
178,221,153,197,31.0,88.0
48,53,44,47,31.0,88.0
694,822,656,773,8.0,89.0
184,288,180,265,31.0,53.0
677,1296,810,1226,12.0,108.0
1113,2101,1010,1906,2.0,109.0
268,1051,322,953,23.0,114.0
395,1274,521,1180,23.0,114.0
69,76,66,76,31.0,82.0
145,159,142,156,31.0,82.0
691,845,634,785,31.0,82.0
295,498,271,451,31.0,82.0
138,152,142,152,31.0,82.0
758,888,715,833,18.0,30.0
1078,1304,1024,1239,18.0,30.0
272,307,244,282,18.0,30.0
832,1338,796,1252,31.0,81.0
1454,2078,1405,1960,31.0,81.0
139,153,129,143,31.0,81.0
1197,1468,1151,1397,31.0,81.0
1379,1775,1350,1705,31.0,81.0
429,1768,430,1554,29.0,75.0
533,2157,532,1930,29.0,79.0
195,1424,194,1269,29.0,75.0
84,749,91,687,29.0,75.0
133,557,158,522,29.0,75.0
621,693,607,680,1.0,62.0
266,370,251,362,1.0,62.0
2163,3098,2204,3019,18.0,26.0
122,361,112,343,13.0,27.0
145,249,140,234,18.0,28.0
617,1261,589,1195,18.0,28.0
1355,1809,1275,1688,30.0,62.0
1180,1683,1109,1550,30.0,62.0
881,1021,860,982,30.0,62.0
506,606,484,567,30.0,62.0
762,878,696,821,30.0,62.0
2003,2674,1925,2498,30.0,62.0
297,500,270,466,30.0,62.0
428,832,412,787,30.0,62.0
1439,1752,1367,1662,30.0,62.0
1046,1451,986,1376,30.0,62.0
1768,2121,1670,1987,30.0,62.0
56,89,54,82,30.0,62.0
1796,2687,1842,2603,7.0,126.0
696,1990,860,1677,13.0,134.0
314,1228,355,1061,13.0,147.0
347,2753,412,2579,13.0,146.0
488,1154,517,1020,13.0,146.0
1,68,2,67,6.0,142.0
124,2179,109,2102,13.0,131.0
57,78,57,75,29.0,74.0
8,229,7,226,3.0,22.0
54,630,45,628,3.0,22.0
66,514,37,407,21.0,31.0
325,488,295,450,18.0,17.0
266,658,278,640,22.0,56.0
112,129,102,123,20.0,34.0
102,150,111,146,12.0,65.0
211,375,217,346,26.0,123.0
378,786,368,713,26.0,123.0
238,295,220,272,19.0,118.0
418,640,388,581,19.0,119.0
2,8,1,7,19.0,119.0
8,19,8,18,19.0,120.0
61,385,57,355,19.0,120.0
27,102,24,97,26.0,120.0
157,306,162,278,25.0,121.0
46,145,42,132,26.0,120.0
177,363,161,336,19.0,118.0
0,2,0,0,19.0,118.0
411,1544,380,1417,19.0,120.0
1159,2979,1148,2772,19.0,119.0
467,957,458,867,19.0,117.0
90,200,93,192,26.0,125.0
136,368,136,343,26.0,116.0
183,677,181,623,26.0,116.0
102,292,99,256,26.0,116.0
0,0,0,0,26.0,125.0
29,149,32,138,26.0,116.0
395,1107,403,1013,19.0,124.0
1062,2238,1029,2060,19.0,117.0
1148,2954,1153,2730,19.0,117.0
366,1139,356,1032,26.0,116.0
450,1090,442,984,26.0,116.0
236,631,239,565,26.0,116.0
1,2,1,2,26.0,116.0
269,536,253,480,26.0,116.0
6,14,8,15,26.0,123.0
36,202,33,185,26.0,125.0
30,160,26,148,26.0,123.0
1582,2541,1720,2502,12.0,63.0
1480,1955,1523,1890,12.0,63.0
2438,2923,2367,2810,12.0,57.0
972,1166,1001,1140,12.0,65.0
287,488,266,464,21.0,17.0
154,234,139,219,21.0,17.0
336,523,302,479,21.0,17.0
0,0,0,0,21.0,17.0
44,77,34,64,21.0,17.0
26,50,25,51,21.0,17.0
0,0,0,0,21.0,17.0
0,0,0,0,21.0,17.0
0,0,0,0,21.0,17.0
283,530,264,504,21.0,17.0
55,131,52,123,21.0,17.0
14,19,11,15,21.0,17.0
1148,1362,1122,1306,24.0,53.0
30,197,33,188,16.0,107.0
1,1,1,1,2.0,112.0
191,723,235,643,23.0,114.0
0,0,0,0,23.0,114.0
405,646,417,605,25.0,45.0
2,2,2,2,25.0,45.0
619,981,619,933,25.0,45.0
518,919,528,859,25.0,45.0
821,1257,796,1178,25.0,45.0
445,1629,439,1532,19.0,120.0
7,24,8,23,19.0,120.0
577,1638,570,1504,26.0,120.0
648,1908,643,1776,26.0,120.0
274,832,260,769,19.0,120.0
0,1,0,1,19.0,118.0
50,71,45,67,19.0,118.0
0,0,0,0,19.0,118.0
58,119,50,102,19.0,118.0
111,269,99,246,19.0,118.0
275,815,275,761,19.0,120.0
160,353,151,317,19.0,118.0
0,11,1,10,19.0,118.0
383,1163,369,1046,19.0,119.0
67,334,61,304,19.0,118.0
122,257,115,232,19.0,118.0
363,1094,331,980,19.0,118.0
253,381,259,353,12.0,115.0
216,960,240,881,12.0,115.0
552,1288,629,1211,12.0,115.0
2483,3771,2481,3588,25.0,44.0
1743,2709,1718,2599,2.0,4.0
59,170,54,157,14.0,46.0
33,88,34,78,14.0,46.0
0,0,0,0,14.0,51.0
146,1698,152,1569,14.0,51.0
0,0,0,0,14.0,51.0
1,3,1,3,14.0,51.0
8,112,7,102,14.0,46.0
13,200,15,171,14.0,51.0
55,657,62,550,14.0,50.0
498,895,495,796,28.0,84.0
760,1090,745,1038,28.0,84.0
152,375,151,321,28.0,84.0
310,628,312,576,28.0,84.0
510,785,511,737,28.0,83.0
13,436,14,412,23.0,103.0
15,250,13,231,23.0,111.0
508,3007,510,2931,23.0,109.0
385,1124,375,1036,23.0,104.0
1148,1908,1144,1816,16.0,104.0
50,222,39,201,19.0,119.0
498,1059,490,950,2.0,107.0
1059,1908,1146,1802,2.0,112.0
639,1231,697,1180,2.0,102.0
506,1051,526,973,2.0,112.0
552,927,627,894,2.0,112.0
821,1679,855,1588,2.0,112.0
775,1413,874,1355,16.0,112.0
569,1340,627,1236,16.0,102.0
428,1222,467,1135,16.0,102.0
284,713,277,634,12.0,103.0
566,1037,620,940,12.0,108.0
152,757,189,653,23.0,114.0
79,654,72,591,16.0,110.0
71,610,77,560,16.0,110.0
156,1099,159,994,16.0,100.0
161,960,159,871,23.0,100.0
144,1442,139,1360,23.0,100.0
708,1287,802,1228,2.0,112.0
0,0,0,0,5.0,14.0
72,150,64,132,5.0,14.0
22,226,27,200,5.0,12.0
0,0,0,0,5.0,12.0
90,150,98,143,5.0,12.0
0,0,1,1,5.0,12.0
379,618,379,574,28.0,84.0
355,618,346,557,28.0,84.0
515,665,516,633,24.0,53.0
339,383,313,365,5.0,13.0
114,133,107,129,5.0,13.0
1216,1708,1205,1643,2.0,4.0
110,216,96,190,20.0,35.0
113,1071,82,942,20.0,35.0
75,290,58,253,20.0,35.0
237,1109,182,970,20.0,35.0
253,309,239,288,30.0,68.0
234,305,223,291,30.0,68.0
766,963,726,918,30.0,68.0
49,63,46,58,30.0,68.0
81,112,79,103,30.0,68.0
1056,1219,1018,1173,30.0,68.0
2,2,3,3,30.0,68.0
49,74,44,70,30.0,68.0
2,2,2,2,30.0,68.0
37,289,59,250,14.0,49.0
0,1,0,0,20.0,36.0
282,329,248,302,5.0,18.0
318,388,296,362,5.0,18.0
136,1098,123,960,20.0,36.0
6,9,5,8,20.0,41.0
26,61,25,58,20.0,41.0
30,70,23,55,20.0,41.0
143,460,138,430,20.0,41.0
276,961,257,863,20.0,41.0
163,537,161,492,20.0,41.0
93,813,93,716,20.0,36.0
446,1237,396,1092,20.0,36.0
6,19,5,16,27.0,39.0
10,19,10,17,27.0,39.0
115,407,108,371,27.0,39.0
245,882,232,782,27.0,39.0
59,199,51,179,27.0,39.0
174,488,155,431,27.0,39.0
43,117,38,104,27.0,39.0
3,10,2,7,27.0,39.0
129,490,118,430,27.0,39.0
250,617,207,528,27.0,39.0
2,12,1,9,27.0,39.0
101,553,82,476,27.0,39.0
262,1267,326,1082,14.0,48.0
632,1050,648,997,12.0,98.0
215,481,210,456,10.0,95.0
118,1006,115,985,10.0,95.0
945,1648,978,1587,10.0,96.0
101,686,101,663,10.0,95.0
1847,2686,1829,2593,10.0,96.0
6,12,6,12,10.0,96.0
422,562,409,541,10.0,96.0
0,0,0,0,22.0,101.0
5,23,5,22,22.0,101.0
84,173,81,165,22.0,101.0
0,0,0,0,10.0,95.0
1259,3395,1341,3287,23.0,101.0
260,590,224,500,27.0,37.0
122,500,95,407,27.0,35.0
802,1957,685,1672,27.0,37.0
278,1013,208,833,27.0,35.0
332,987,279,839,27.0,35.0
52,99,53,93,27.0,37.0
644,1297,563,1116,27.0,37.0
115,636,90,493,27.0,35.0
96,366,69,309,27.0,35.0
656,1434,578,1256,27.0,37.0
456,1391,370,1190,27.0,35.0
690,1267,609,1119,27.0,37.0
242,587,198,494,27.0,37.0
532,1139,460,975,27.0,37.0
538,976,486,867,27.0,37.0
58,126,46,105,27.0,37.0
454,907,419,803,27.0,37.0
479,939,412,808,27.0,37.0
479,904,452,866,1.0,5.0
323,361,291,339,31.0,87.0
270,306,249,290,31.0,87.0
416,466,387,447,31.0,87.0
256,340,242,331,3.0,8.0
792,1030,757,980,3.0,8.0
609,678,577,645,3.0,8.0
368,396,346,384,3.0,8.0
511,677,500,659,3.0,8.0
483,583,458,565,3.0,8.0
460,530,407,494,30.0,69.0
199,216,181,204,30.0,69.0
164,189,155,183,30.0,69.0
877,967,836,936,28.0,72.0
587,688,560,648,28.0,72.0
895,1811,934,1688,8.0,66.0
376,499,409,500,8.0,66.0
1219,2740,1322,2546,8.0,70.0
669,1556,740,1460,8.0,70.0
1171,2374,1235,2244,8.0,70.0
1556,3131,1682,2918,8.0,66.0
3532,4575,3603,4468,8.0,66.0
657,1075,662,993,8.0,70.0
1921,3078,2014,3004,30.0,66.0
867,1429,917,1358,8.0,70.0
1220,2108,1280,1984,8.0,70.0
845,1814,918,1686,8.0,66.0
1181,2562,1280,2452,8.0,70.0
1751,2468,1724,2288,25.0,73.0
3174,3985,3158,3780,25.0,73.0
1047,1443,1059,1378,25.0,73.0
236,499,222,456,25.0,73.0
1886,2309,1861,2192,25.0,73.0
1083,1377,1043,1297,25.0,73.0
3157,3941,3133,3749,25.0,73.0
2270,2933,2181,2740,25.0,73.0
2576,3229,2442,3014,25.0,73.0
2426,3029,2361,2873,25.0,73.0
2620,3215,2569,3075,25.0,73.0
3430,4168,3416,3993,25.0,73.0
2802,3704,2793,3527,25.0,73.0
2292,3129,2274,2953,25.0,73.0
541,699,521,671,30.0,68.0
116,234,111,220,30.0,68.0
77,112,79,114,30.0,68.0
278,336,264,321,30.0,68.0
274,407,249,383,30.0,68.0
242,265,226,252,30.0,68.0
172,211,163,204,30.0,68.0
296,332,278,312,30.0,68.0
773,893,723,837,30.0,68.0
828,916,770,860,30.0,68.0
544,596,503,562,30.0,68.0
315,331,304,322,30.0,68.0
1190,1273,1139,1235,30.0,68.0
826,884,804,859,30.0,68.0
266,297,259,285,30.0,68.0
189,310,164,254,19.0,53.0
186,297,119,223,19.0,53.0
28,29,28,29,31.0,86.0
134,167,127,156,31.0,86.0
9,9,9,9,31.0,86.0
28,28,25,25,31.0,86.0
366,418,335,390,31.0,86.0
275,332,264,312,31.0,86.0
223,274,210,249,31.0,86.0
1134,1923,1212,1814,12.0,115.0
1461,2636,1620,2524,12.0,115.0
24,183,24,176,23.0,111.0
145,468,152,456,23.0,109.0
0,0,0,0,12.0,103.0
110,578,123,514,16.0,103.0
22,121,19,107,16.0,103.0
604,1857,669,1748,12.0,115.0
250,936,247,848,16.0,103.0
90,268,94,232,12.0,103.0
404,813,414,743,12.0,103.0
359,817,408,764,12.0,103.0
226,460,244,430,12.0,115.0
193,758,186,656,16.0,107.0
198,705,190,631,16.0,107.0
207,535,216,496,16.0,107.0
72,350,65,308,16.0,110.0
23,121,22,109,16.0,107.0
232,2365,241,2282,23.0,109.0
1079,2219,1159,2075,12.0,115.0
374,756,400,687,12.0,108.0
256,753,297,712,16.0,103.0
339,686,376,637,12.0,108.0
113,608,107,545,16.0,110.0
7,30,5,28,23.0,110.0
427,1835,437,1738,16.0,105.0
1465,2474,1598,2263,12.0,108.0
337,1385,336,1321,23.0,109.0
244,537,242,487,16.0,107.0
752,1412,713,1303,16.0,107.0
372,967,354,891,16.0,107.0
447,1572,442,1475,23.0,109.0
950,1656,1037,1607,12.0,115.0
619,1308,613,1249,16.0,113.0
416,1216,383,1114,16.0,107.0
72,352,70,339,16.0,110.0
403,1318,453,1244,12.0,115.0
222,741,226,690,12.0,115.0
534,907,584,849,12.0,108.0
653,1210,767,1126,12.0,108.0
47,195,49,186,16.0,110.0
107,678,117,606,23.0,103.0
17,151,17,131,23.0,104.0
83,444,75,400,16.0,104.0
155,688,143,594,16.0,104.0
175,922,165,790,16.0,104.0
117,1026,130,928,16.0,104.0
392,1009,388,914,2.0,107.0
28,152,29,141,23.0,104.0
20,632,16,585,23.0,100.0
123,413,110,375,23.0,104.0
52,212,50,198,23.0,104.0
94,104,101,109,23.0,104.0
237,1293,228,1179,23.0,104.0
330,923,306,828,23.0,104.0
1497,2575,1519,2429,2.0,113.0
1059,1995,1047,1850,2.0,113.0
68,1039,78,972,23.0,100.0
29,405,35,363,23.0,100.0
22,503,21,452,23.0,110.0
47,590,53,552,23.0,100.0
31,553,27,502,23.0,110.0
25,186,25,165,23.0,104.0
0,0,0,0,23.0,104.0
262,838,248,718,16.0,104.0
62,705,60,658,2.0,107.0
380,1721,393,1609,2.0,113.0
610,1155,607,1078,2.0,112.0
357,977,356,954,23.0,111.0
170,1593,196,1539,23.0,109.0
46,1292,37,1267,23.0,110.0
113,490,99,425,16.0,103.0
514,1034,519,969,2.0,107.0
548,941,542,873,2.0,107.0
231,1030,231,945,16.0,107.0
104,400,110,370,16.0,107.0
149,1206,161,1134,23.0,111.0
