pre_16_r,pre_16_tot,rrc_16_r,rrc_16_tot,SD,HD
72,1593,67,1553,23.0,111.0
66,1443,70,1398,23.0,111.0
243,730,234,636,16.0,104.0
385,1039,378,978,16.0,107.0
558,1449,533,1327,2.0,107.0
37,1252,30,1224,23.0,110.0
75,1917,66,1857,23.0,109.0
986,1641,1055,1565,12.0,115.0
316,804,310,704,12.0,103.0
235,347,226,320,2.0,107.0
741,1684,750,1547,2.0,107.0
1429,2156,1433,2036,2.0,112.0
23,884,21,860,23.0,110.0
37,194,33,172,23.0,109.0
147,2508,147,2434,23.0,109.0
37,1540,46,1505,23.0,110.0
27,1348,25,1314,23.0,110.0
607,1269,598,1216,23.0,111.0
143,440,135,394,23.0,104.0
868,1815,916,1706,12.0,115.0
829,1574,961,1506,12.0,115.0
1909,2913,2048,2853,30.0,106.0
1997,2904,2142,2806,12.0,57.0
3687,4756,3745,4620,12.0,64.0
2502,4363,2841,4307,12.0,65.0
1105,2189,1192,2115,12.0,65.0
1079,2015,1169,1939,12.0,65.0
1169,2247,1186,2162,30.0,106.0
1005,1896,1072,1813,12.0,63.0
883,1969,989,1904,12.0,65.0
760,2008,854,1953,12.0,65.0
1326,2524,1352,2419,12.0,63.0
1117,2367,1133,2264,12.0,63.0
655,1336,663,1275,12.0,63.0
742,1356,779,1293,12.0,63.0
1497,2091,1550,2025,12.0,65.0
1134,1685,1181,1633,12.0,65.0
674,861,653,827,30.0,106.0
2007,2517,1948,2427,30.0,106.0
2823,4516,2869,4370,30.0,106.0
2436,4237,2630,4142,30.0,106.0
1449,2147,1505,2088,12.0,65.0
2340,3454,2315,3333,30.0,106.0
966,1571,974,1515,30.0,106.0
2130,2673,2128,2579,12.0,64.0
692,876,664,836,12.0,64.0
765,929,742,903,12.0,64.0
791,1447,783,1369,30.0,64.0
580,1436,573,1342,30.0,64.0
1353,1867,1348,1793,12.0,57.0
1720,2457,1664,2345,12.0,57.0
1665,2388,1698,2314,30.0,57.0
998,1291,976,1230,12.0,57.0
479,1100,501,1052,12.0,63.0
1805,2167,1750,2068,12.0,57.0
551,1719,583,1614,30.0,64.0
278,907,277,808,30.0,64.0
813,3457,881,3093,30.0,64.0
1430,2018,1453,1949,30.0,57.0
744,1248,755,1185,30.0,106.0
1361,1748,1387,1671,12.0,65.0
2208,2688,2228,2598,12.0,65.0
1190,1854,1191,1769,30.0,106.0
1079,1686,1102,1599,30.0,106.0
1656,2539,1623,2427,30.0,106.0
813,2558,822,2415,30.0,64.0
323,617,312,579,30.0,63.0
1335,2422,1350,2302,30.0,65.0
573,1767,607,1708,12.0,63.0
985,1310,1013,1288,12.0,57.0
2282,3749,2487,3642,30.0,106.0
1990,2713,1946,2590,12.0,57.0
777,1661,782,1548,30.0,64.0
23,55,19,48,21.0,80.0
1423,1602,1391,1560,22.0,68.0
1424,1602,1377,1562,22.0,68.0
180,202,177,196,22.0,68.0
803,951,772,922,22.0,68.0
351,493,355,481,31.0,81.0
322,498,310,468,31.0,81.0
608,785,596,741,31.0,81.0
300,519,288,487,31.0,81.0
429,504,407,476,31.0,81.0
272,390,247,359,31.0,81.0
1406,1706,1411,1670,31.0,81.0
493,631,479,609,31.0,81.0
1394,1697,1354,1627,31.0,81.0
378,431,373,415,31.0,81.0
604,785,593,747,31.0,81.0
729,905,704,859,31.0,81.0
1729,2183,1683,2091,31.0,81.0
575,948,569,900,31.0,81.0
943,1151,899,1081,31.0,81.0
515,1048,492,981,31.0,81.0
819,1254,797,1194,31.0,81.0
342,524,335,490,31.0,81.0
105,199,104,191,31.0,81.0
505,841,486,780,31.0,81.0
146,285,134,266,31.0,81.0
102,413,107,386,31.0,81.0
525,703,517,676,31.0,81.0
262,1041,244,967,31.0,81.0
46,315,40,277,29.0,77.0
714,827,678,795,22.0,59.0
399,522,390,504,22.0,59.0
637,768,625,739,22.0,59.0
640,836,620,795,22.0,59.0
177,248,175,236,22.0,59.0
343,486,323,454,22.0,59.0
795,936,781,907,22.0,59.0
1001,1143,976,1114,22.0,59.0
449,546,439,519,22.0,59.0
266,314,252,299,22.0,59.0
576,694,556,678,22.0,59.0
692,811,660,775,22.0,59.0
390,449,369,430,22.0,59.0
529,650,521,619,22.0,59.0
389,442,373,430,22.0,59.0
648,723,623,691,22.0,59.0
325,405,307,385,22.0,59.0
327,482,289,436,22.0,13.0
171,305,149,276,22.0,13.0
89,408,79,388,22.0,13.0
268,326,231,309,22.0,13.0
292,340,260,306,22.0,13.0
101,146,85,132,22.0,13.0
17,255,17,246,22.0,13.0
403,496,358,467,22.0,13.0
390,572,351,521,22.0,13.0
336,371,313,355,22.0,13.0
485,577,455,549,1.0,62.0
167,212,146,192,1.0,62.0
471,575,438,523,18.0,85.0
92,114,85,106,18.0,85.0
997,1380,925,1306,18.0,85.0
148,185,141,174,18.0,85.0
256,325,230,299,18.0,85.0
457,550,402,500,18.0,85.0
232,274,202,252,18.0,85.0
165,187,150,176,18.0,85.0
350,424,340,397,18.0,85.0
218,259,206,234,18.0,85.0
445,522,402,475,18.0,85.0
141,152,128,140,18.0,85.0
183,217,166,202,18.0,85.0
739,957,652,883,18.0,85.0
252,294,232,277,18.0,85.0
1254,1573,1127,1481,18.0,85.0
384,488,375,467,18.0,85.0
288,373,261,349,18.0,85.0
150,180,136,171,18.0,85.0
95,123,90,109,18.0,85.0
155,183,145,175,18.0,85.0
152,173,128,163,18.0,85.0
343,433,264,384,28.0,69.0
252,341,210,312,28.0,69.0
306,431,254,385,28.0,69.0
364,463,298,413,28.0,69.0
118,145,104,138,28.0,69.0
61,77,50,70,28.0,69.0
107,137,95,131,28.0,69.0
0,0,0,0,17.0,76.0
1147,2047,1184,1965,13.0,76.0
160,294,166,278,17.0,76.0
2142,3433,2227,3336,18.0,26.0
842,1363,904,1292,17.0,76.0
1085,2004,1184,1933,17.0,76.0
196,451,204,434,18.0,76.0
1792,2933,1905,2871,17.0,26.0
891,1274,954,1241,17.0,76.0
1331,1918,1382,1881,17.0,76.0
468,909,498,883,18.0,76.0
497,1091,539,1058,18.0,76.0
494,1408,520,1357,18.0,76.0
389,1334,444,1314,18.0,76.0
448,1483,478,1455,18.0,76.0
2053,2813,2117,2692,18.0,26.0
477,2454,494,2389,18.0,76.0
403,2693,444,2627,18.0,76.0
906,2078,916,1979,18.0,28.0
811,1249,829,1210,18.0,26.0
515,2153,551,2090,18.0,76.0
847,2482,913,2406,18.0,76.0
1129,3478,1246,3366,18.0,76.0
466,856,489,814,17.0,28.0
505,760,506,742,18.0,26.0
184,988,184,949,18.0,26.0
828,2324,905,2275,18.0,76.0
119,1988,133,1961,13.0,27.0
962,1170,929,1115,17.0,28.0
838,2391,889,2297,18.0,76.0
1094,2065,1190,1950,18.0,28.0
520,1108,546,1084,18.0,76.0
638,1771,665,1721,18.0,28.0
979,1823,982,1747,18.0,28.0
1558,2295,1660,2243,17.0,28.0
1960,5184,2300,4981,18.0,28.0
462,523,446,503,17.0,85.0
532,689,534,675,17.0,28.0
2700,3895,2889,3830,17.0,28.0
258,293,249,284,17.0,85.0
1921,2410,1853,2330,17.0,85.0
50,66,48,61,18.0,26.0
287,898,285,866,18.0,26.0
749,3066,807,3008,13.0,27.0
803,1479,844,1457,18.0,26.0
1475,2127,1567,2044,17.0,28.0
2903,4260,2993,4159,18.0,28.0
57,1481,55,1472,13.0,27.0
1005,2326,1093,2273,13.0,27.0
186,732,191,700,13.0,27.0
60,213,62,206,13.0,27.0
78,1907,75,1902,13.0,27.0
91,1431,86,1410,13.0,27.0
49,1421,44,1397,13.0,27.0
107,1200,108,1188,13.0,27.0
204,768,203,727,13.0,27.0
277,319,255,300,1.0,62.0
79,95,79,94,11.0,24.0
1144,1368,1060,1292,11.0,24.0
591,694,555,655,11.0,24.0
1887,2358,1922,2301,11.0,24.0
2480,3487,2499,3301,11.0,24.0
1009,1207,984,1171,18.0,12.0
737,837,718,811,18.0,12.0
708,836,691,819,18.0,12.0
42,57,40,53,28.0,88.0
184,295,174,267,28.0,88.0
577,667,560,637,28.0,88.0
297,409,281,388,28.0,88.0
184,338,178,313,28.0,88.0
376,457,380,453,28.0,88.0
674,792,665,771,28.0,88.0
522,607,494,583,28.0,88.0
156,206,133,185,31.0,88.0
397,440,376,417,31.0,87.0
34,41,32,39,31.0,87.0
330,406,267,363,28.0,69.0
320,388,264,326,28.0,69.0
267,303,211,259,28.0,69.0
290,359,236,306,28.0,69.0
594,1667,794,1517,15.0,134.0
950,2493,1059,2199,15.0,134.0
1309,2707,1532,2467,15.0,134.0
650,1437,787,1295,15.0,134.0
491,1505,629,1347,15.0,147.0
415,1384,563,1246,15.0,145.0
1447,2005,1432,1908,11.0,128.0
37,112,33,94,6.0,141.0
43,489,50,463,13.0,142.0
192,887,200,780,6.0,145.0
703,1964,863,1760,15.0,145.0
426,1148,535,1017,15.0,145.0
1297,3259,1635,3053,15.0,134.0
888,1559,872,1479,6.0,144.0
663,1328,650,1232,6.0,144.0
236,1192,215,1078,6.0,145.0
76,327,74,296,6.0,145.0
50,141,51,127,6.0,147.0
73,466,71,441,13.0,131.0
88,398,91,369,13.0,146.0
12,580,16,561,13.0,142.0
8,539,12,530,13.0,142.0
44,734,41,721,13.0,142.0
31,812,27,797,13.0,142.0
5,325,6,322,13.0,142.0
17,455,16,456,13.0,142.0
1987,2362,2026,2301,10.0,60.0
1138,1397,1197,1392,10.0,60.0
569,710,571,687,31.0,86.0
181,198,163,184,31.0,86.0
106,191,105,168,31.0,86.0
132,143,129,139,31.0,86.0
194,342,189,304,31.0,86.0
50,50,49,49,31.0,86.0
39,45,36,42,31.0,86.0
500,570,477,540,31.0,86.0
140,146,134,139,31.0,86.0
33,62,30,54,29.0,53.0
411,769,330,665,29.0,53.0
161,354,143,300,29.0,53.0
144,168,131,149,29.0,53.0
185,207,154,188,3.0,9.0
545,597,484,545,3.0,9.0
241,276,214,253,3.0,9.0
701,911,641,849,3.0,9.0
1820,2462,1650,2179,3.0,9.0
677,848,633,782,3.0,9.0
1990,2319,1798,2120,3.0,9.0
1747,2401,1583,2128,3.0,9.0
549,674,512,626,3.0,9.0
110,313,99,284,3.0,9.0
918,1274,888,1199,31.0,87.0
1148,1468,1136,1422,31.0,87.0
1369,1920,1314,1786,31.0,87.0
341,706,314,628,31.0,87.0
352,658,323,588,31.0,87.0
324,622,296,558,31.0,87.0
228,531,204,472,31.0,87.0
112,248,103,219,31.0,87.0
117,131,111,125,31.0,87.0
2172,2479,2040,2352,31.0,87.0
44,241,45,163,29.0,74.0
238,769,177,603,29.0,74.0
5,28,4,25,29.0,74.0
50,55,45,52,1.0,1.0
83,93,76,91,1.0,1.0
179,189,168,180,1.0,1.0
89,103,74,87,1.0,1.0
290,431,243,387,1.0,1.0
866,1003,778,935,3.0,21.0
625,718,576,685,3.0,21.0
573,664,533,631,31.0,87.0
1916,2320,1879,2220,31.0,86.0
472,672,486,653,10.0,96.0
368,1102,368,1042,22.0,101.0
303,796,296,746,22.0,101.0
102,1665,91,1515,14.0,46.0
1518,3026,1818,2852,14.0,48.0
1438,3516,1595,3230,14.0,48.0
1024,2148,1149,1974,14.0,47.0
765,1904,907,1719,14.0,48.0
40,504,35,473,14.0,46.0
171,1521,190,1346,14.0,50.0
169,1722,180,1657,15.0,139.0
115,356,145,270,15.0,134.0
872,1420,886,1355,7.0,126.0
1659,2469,1706,2379,7.0,150.0
1407,1972,1457,1892,7.0,150.0
0,6,0,5,6.0,145.0
0,0,0,0,6.0,145.0
13,133,13,130,6.0,142.0
224,300,202,285,22.0,13.0
323,545,337,536,9.0,91.0
874,1489,858,1417,9.0,91.0
0,0,0,0,9.0,91.0
1000,1540,1007,1480,9.0,91.0
793,1105,802,1082,9.0,91.0
1120,1542,1118,1485,9.0,91.0
107,136,105,131,9.0,91.0
883,1001,843,969,12.0,64.0
0,0,0,0,5.0,14.0
2039,2433,2005,2371,10.0,60.0
220,260,211,247,31.0,72.0
234,337,222,302,31.0,88.0
2,2,2,2,5.0,14.0
471,1138,473,1067,24.0,54.0
14,15,11,13,10.0,60.0
144,174,142,176,24.0,55.0
337,914,330,864,24.0,54.0
1,7,1,7,13.0,145.0
172,495,179,478,15.0,143.0
7,86,8,85,11.0,129.0
1,8,2,7,6.0,140.0
0,0,0,0,7.0,150.0
0,0,0,0,6.0,140.0
23,86,25,84,13.0,146.0
69,109,75,106,17.0,138.0
2,5,2,5,13.0,146.0
180,425,200,389,15.0,139.0
0,0,0,0,7.0,149.0
556,696,543,671,4.0,128.0
66,372,64,343,13.0,131.0
4,10,4,10,15.0,139.0
195,856,197,808,15.0,140.0
949,1698,959,1601,7.0,138.0
0,0,0,0,15.0,148.0
30,51,29,49,11.0,129.0
1,10,1,8,6.0,147.0
180,402,180,365,11.0,129.0
0,0,0,0,6.0,144.0
5,31,6,31,6.0,147.0
38,151,38,137,6.0,140.0
1,1,1,1,15.0,146.0
0,0,0,0,6.0,143.0
0,1,0,1,13.0,137.0
0,0,0,0,6.0,145.0
0,3,0,3,6.0,145.0
5,39,3,36,6.0,145.0
146,847,145,814,6.0,131.0
1,12,1,12,6.0,145.0
6,13,6,11,6.0,143.0
288,901,303,787,15.0,146.0
141,492,162,435,6.0,145.0
57,131,59,112,13.0,146.0
40,166,38,158,7.0,135.0
33,313,33,294,6.0,139.0
7,41,6,36,13.0,142.0
29,94,32,91,15.0,142.0
49,113,54,108,15.0,139.0
648,956,669,907,7.0,126.0
9,127,11,127,17.0,131.0
102,254,114,243,13.0,146.0
67,74,66,71,4.0,128.0
237,521,241,496,7.0,135.0
15,62,18,57,13.0,146.0
66,905,92,863,13.0,146.0
19,33,21,32,7.0,126.0
138,761,140,718,13.0,131.0
570,2401,514,1955,27.0,38.0
618,2187,546,1800,27.0,38.0
99,375,83,316,27.0,37.0
135,353,106,300,27.0,38.0
126,637,92,515,27.0,38.0
79,305,65,253,27.0,38.0
305,879,258,723,27.0,38.0
536,868,537,799,25.0,122.0
7,7,6,7,25.0,122.0
0,4,0,4,26.0,123.0
222,527,225,497,19.0,117.0
1109,2431,1127,2280,19.0,125.0
1032,1755,1071,1638,19.0,122.0
260,409,267,383,25.0,122.0
670,1050,679,991,19.0,122.0
1222,2043,1244,1887,25.0,122.0
208,432,216,400,19.0,122.0
61,98,57,88,19.0,122.0
24,34,22,32,19.0,122.0
1349,2238,1409,2125,25.0,121.0
454,809,460,746,19.0,122.0
850,1567,861,1455,19.0,122.0
1202,1947,1242,1848,25.0,121.0
1294,2432,1357,2268,19.0,122.0
1771,2833,1898,2679,25.0,122.0
34,42,35,39,25.0,122.0
708,1287,737,1255,30.0,57.0
528,676,550,656,12.0,65.0
232,281,225,268,12.0,65.0
2,4,2,4,26.0,123.0
68,197,63,167,26.0,123.0
2,2,2,2,25.0,123.0
8,50,8,40,26.0,120.0
0,2,0,1,26.0,120.0
2,12,2,9,26.0,120.0
61,283,69,259,26.0,123.0
1,9,2,6,26.0,119.0
14,54,8,46,26.0,119.0
4,47,2,42,26.0,119.0
7,14,8,16,25.0,121.0
16,132,16,125,19.0,119.0
17,143,15,133,19.0,120.0
55,115,55,98,25.0,120.0
166,794,136,701,26.0,119.0
34,282,32,261,26.0,120.0
0,0,0,0,26.0,120.0
1,2,2,2,26.0,120.0
1,1,1,1,26.0,120.0
2,4,2,4,26.0,120.0
64,193,58,168,26.0,120.0
40,94,42,84,26.0,119.0
0,1,0,1,26.0,119.0
1,1,1,1,26.0,119.0
0,0,0,0,26.0,119.0
219,494,212,457,26.0,119.0
17,69,19,60,26.0,120.0
156,358,156,332,26.0,120.0
1,2,1,2,26.0,120.0
1764,3739,1867,3500,19.0,117.0
7,18,6,17,26.0,116.0
1,15,2,11,26.0,119.0
170,521,166,478,26.0,116.0
1006,1835,999,1713,25.0,118.0
7,27,9,26,26.0,123.0
271,849,272,769,26.0,116.0
15,31,13,30,26.0,116.0
191,376,193,347,26.0,123.0
194,377,207,344,26.0,122.0
160,337,166,311,26.0,123.0
1,1,1,1,26.0,123.0
175,584,182,538,26.0,116.0
75,395,60,349,26.0,124.0
51,271,46,239,26.0,123.0
111,594,97,522,26.0,123.0
35,252,36,237,26.0,123.0
850,2093,921,2020,17.0,76.0
621,809,605,750,24.0,19.0
1168,1514,1143,1420,24.0,19.0
1438,1888,1408,1767,24.0,19.0
105,534,128,497,16.0,114.0
41,132,51,112,23.0,114.0
37,164,52,156,23.0,114.0
9,28,11,26,23.0,114.0
4,29,5,27,23.0,114.0
157,619,167,549,23.0,114.0
401,913,520,862,16.0,108.0
9,51,9,48,16.0,109.0
59,747,61,702,23.0,107.0
2,50,4,43,23.0,100.0
9,121,8,109,23.0,100.0
0,0,0,0,23.0,100.0
19,218,23,200,23.0,100.0
84,232,90,202,23.0,100.0
1206,2076,1389,1941,12.0,108.0
214,356,232,324,12.0,108.0
43,130,43,114,12.0,102.0
41,281,49,266,16.0,102.0
7,21,7,20,16.0,107.0
15,154,18,144,16.0,102.0
35,103,32,96,2.0,113.0
8,22,11,21,2.0,113.0
32,56,34,58,2.0,113.0
192,1295,186,1242,23.0,109.0
49,165,63,149,23.0,104.0
102,743,108,626,23.0,104.0
72,482,76,410,23.0,103.0
1,3,1,2,23.0,108.0
800,1858,969,1692,16.0,108.0
58,1163,64,1119,23.0,111.0
16,43,14,38,23.0,104.0
22,136,28,120,23.0,104.0
10,35,8,28,16.0,105.0
14,42,15,39,23.0,104.0
456,807,440,739,23.0,104.0
434,1053,381,911,21.0,42.0
330,639,347,603,21.0,45.0
256,443,254,420,21.0,45.0
1440,1770,1456,1706,24.0,53.0
86,123,85,118,31.0,82.0
436,518,424,488,31.0,82.0
0,0,0,0,26.0,120.0
0,0,0,0,19.0,119.0
257,749,251,690,19.0,119.0
0,3,0,3,26.0,120.0
497,1164,453,1037,19.0,119.0
8,44,10,42,19.0,119.0
50,164,40,153,19.0,119.0
258,924,258,835,26.0,116.0
75,155,73,138,23.0,104.0
178,311,185,307,23.0,104.0
119,313,105,271,23.0,104.0
16,39,15,36,16.0,105.0
41,122,36,111,16.0,105.0
124,400,125,362,16.0,105.0
3,54,2,45,23.0,100.0
5,9,3,9,23.0,100.0
1,17,1,15,23.0,100.0
11,34,11,31,16.0,105.0
226,333,234,320,16.0,105.0
33,40,32,39,16.0,105.0
114,201,107,183,16.0,105.0
84,324,78,290,16.0,105.0
39,151,35,135,16.0,110.0
75,734,79,681,16.0,107.0
211,461,231,427,12.0,102.0
210,812,283,736,23.0,114.0
69,365,72,326,16.0,114.0
10,41,12,42,2.0,113.0
1084,1799,1261,1734,16.0,112.0
814,1466,881,1354,16.0,112.0
260,351,256,334,19.0,44.0
930,1481,899,1391,25.0,44.0
280,2389,366,1902,14.0,49.0
111,154,109,150,8.0,61.0
612,682,564,648,3.0,18.0
628,1048,607,987,25.0,44.0
761,2252,639,1840,21.0,42.0
0,0,0,0,14.0,46.0
0,0,0,0,14.0,46.0
0,0,0,0,19.0,117.0
940,3691,920,3282,14.0,48.0
21,71,17,61,14.0,49.0
183,454,203,412,14.0,48.0
49,170,72,155,14.0,51.0
1580,2415,1646,2301,25.0,19.0
635,2322,658,2101,21.0,48.0
112,342,109,304,21.0,48.0
256,996,346,896,14.0,51.0
295,361,277,335,31.0,53.0
558,668,507,620,18.0,30.0
683,738,644,701,18.0,30.0
132,141,115,125,28.0,83.0
101,136,98,128,28.0,83.0
164,846,115,749,27.0,35.0
246,964,222,851,27.0,39.0
89,416,87,365,27.0,39.0
7,13,8,14,20.0,41.0
169,376,148,347,20.0,35.0
93,246,89,213,20.0,41.0
337,1659,323,1503,20.0,36.0
13,19,13,19,27.0,35.0
46,88,39,79,20.0,41.0
313,651,300,590,20.0,41.0
302,618,271,544,20.0,41.0
61,110,60,101,20.0,41.0
0,2,0,2,20.0,41.0
4,39,9,38,20.0,41.0
93,327,90,294,20.0,41.0
480,1267,483,1141,20.0,41.0
546,1471,535,1352,5.0,136.0
577,688,556,664,31.0,88.0
617,803,567,742,31.0,72.0
231,340,215,324,31.0,81.0
81,201,84,186,31.0,81.0
2002,2469,1976,2382,22.0,10.0
1767,2092,1743,2018,22.0,10.0
1833,2252,1824,2188,22.0,10.0
294,374,283,365,1.0,5.0
1240,1376,1207,1339,1.0,5.0
869,1037,839,1008,1.0,5.0
9,12,8,10,12.0,98.0
3,5,3,5,12.0,94.0
2,3,2,3,9.0,90.0
15,50,15,48,9.0,93.0
0,0,0,0,9.0,93.0
49,67,45,64,9.0,91.0
106,208,98,191,9.0,91.0
0,0,0,0,9.0,90.0
1065,1424,1033,1361,22.0,10.0
1186,1666,1154,1584,22.0,10.0
870,1166,835,1101,22.0,10.0
393,459,371,432,22.0,10.0
233,313,217,288,2.0,10.0
255,316,240,297,2.0,10.0
0,0,0,0,22.0,92.0
98,436,97,391,23.0,92.0
0,0,0,0,10.0,94.0
71,236,67,220,22.0,101.0
440,574,461,560,9.0,97.0
6,8,7,7,10.0,97.0
0,0,0,0,10.0,90.0
6,25,6,22,10.0,90.0
3,90,2,86,10.0,95.0
0,0,0,0,10.0,90.0
0,0,0,0,10.0,95.0
0,0,0,0,10.0,95.0
30,112,30,108,10.0,95.0
119,212,119,208,10.0,96.0
0,0,0,0,10.0,96.0
352,392,316,353,28.0,88.0
18,24,20,26,9.0,93.0
1,1,1,1,9.0,93.0
219,279,221,271,9.0,98.0
864,1085,914,1077,9.0,98.0
6,23,10,21,9.0,90.0
0,0,0,0,9.0,97.0
2,2,2,2,9.0,97.0
0,0,0,0,9.0,90.0
0,0,0,0,31.0,72.0
1283,1431,1256,1389,22.0,56.0
285,378,269,347,3.0,9.0
15,34,15,31,9.0,94.0
97,428,99,407,10.0,95.0
2,3,2,3,9.0,95.0
2,3,2,3,22.0,92.0
79,134,69,121,22.0,94.0
238,598,240,552,9.0,92.0
50,53,49,51,28.0,72.0
85,159,78,151,28.0,72.0
234,286,231,272,28.0,72.0
1621,2061,1594,1976,28.0,72.0
616,817,599,784,28.0,72.0
1,2,1,2,3.0,22.0
941,1327,849,1291,4.0,21.0
26,74,24,72,3.0,22.0
714,802,648,754,4.0,21.0
13,19,13,19,3.0,21.0
129,155,117,147,4.0,21.0
491,577,444,545,3.0,21.0
1,1,0,1,4.0,22.0
682,2020,679,1840,29.0,79.0
297,809,278,715,29.0,79.0
285,1171,280,1062,29.0,78.0
222,1179,225,1076,29.0,78.0
151,276,136,251,29.0,77.0
164,387,165,354,29.0,74.0
2,5,2,4,29.0,79.0
176,637,158,565,29.0,79.0
78,555,68,498,29.0,77.0
456,1540,435,1404,29.0,79.0
105,584,95,510,29.0,77.0
179,1173,160,1042,29.0,77.0
156,1022,146,931,29.0,77.0
121,690,107,625,29.0,77.0
232,1029,230,925,29.0,79.0
285,1548,286,1406,29.0,74.0
449,1541,420,1347,29.0,79.0
194,1146,173,1054,29.0,77.0
51,211,48,192,29.0,74.0
195,576,193,513,29.0,75.0
712,2286,723,2059,29.0,75.0
229,575,206,519,29.0,79.0
53,63,47,56,1.0,5.0
0,0,0,0,1.0,5.0
2,2,2,2,1.0,5.0
298,398,274,385,1.0,5.0
914,1236,894,1186,1.0,5.0
707,875,689,841,1.0,5.0
420,564,380,520,1.0,62.0
342,378,320,360,30.0,69.0
804,1181,756,1120,30.0,69.0
687,996,631,970,5.0,17.0
125,151,120,142,5.0,13.0
126,142,119,137,5.0,13.0
29,29,28,28,5.0,13.0
1016,1620,1017,1531,11.0,29.0
734,1837,784,1758,11.0,29.0
425,643,410,601,30.0,69.0
88,136,75,122,30.0,69.0
66,82,59,74,28.0,69.0
1,2,1,2,30.0,69.0
17,19,16,20,30.0,69.0
0,5,0,5,30.0,69.0
32,34,32,34,30.0,69.0
63,110,56,103,30.0,69.0
264,758,253,718,30.0,69.0
164,639,156,611,30.0,69.0
19,27,16,23,30.0,69.0
7,11,7,10,30.0,69.0
1290,1737,1251,1639,30.0,69.0
429,537,431,515,30.0,69.0
218,312,225,300,30.0,69.0
175,297,169,281,28.0,69.0
195,290,190,282,30.0,69.0
22,23,22,23,30.0,69.0
2153,2699,2092,2585,28.0,69.0
1056,1366,1002,1277,28.0,69.0
356,448,334,422,28.0,69.0
1062,1359,1036,1315,28.0,69.0
643,976,584,878,28.0,69.0
562,859,517,780,28.0,69.0
127,275,119,255,28.0,69.0
7,9,7,9,28.0,69.0
463,563,424,531,28.0,69.0
977,1242,919,1174,28.0,69.0
1350,1654,1327,1581,28.0,69.0
137,158,126,148,28.0,69.0
8,8,8,8,28.0,69.0
68,95,61,86,28.0,69.0
1,1,1,1,28.0,69.0
43,52,41,51,28.0,69.0
227,354,202,323,30.0,69.0
1,6,1,6,28.0,69.0
96,432,84,406,28.0,69.0
7,9,6,8,30.0,69.0
465,536,425,491,28.0,69.0
872,964,802,902,28.0,69.0
27,31,25,30,30.0,69.0
698,970,697,940,24.0,53.0
1148,1521,1084,1441,24.0,53.0
1351,1855,1237,1736,24.0,53.0
836,1272,795,1207,24.0,53.0
461,604,426,566,24.0,53.0
272,336,263,318,24.0,53.0
676,1542,587,1407,27.0,43.0
2,3,2,3,3.0,9.0
23,41,22,40,21.0,17.0
145,164,140,163,30.0,68.0
35,37,33,35,28.0,88.0
324,514,295,482,3.0,9.0
14,66,13,59,19.0,44.0
172,477,153,422,19.0,44.0
320,478,319,465,3.0,9.0
191,225,194,222,3.0,9.0
181,985,132,831,27.0,40.0
546,618,541,609,30.0,60.0
639,897,618,862,1.0,7.0
303,362,291,350,1.0,7.0
34,54,29,49,27.0,43.0
173,544,138,479,27.0,43.0
405,465,401,457,18.0,85.0
35,43,37,40,31.0,86.0
1077,1306,1033,1256,1.0,1.0
299,498,285,460,10.0,58.0
92,104,85,99,28.0,53.0
0,0,0,0,21.0,17.0
0,0,0,0,21.0,17.0
2,3,2,3,21.0,17.0
0,0,0,0,21.0,17.0
0,0,0,0,21.0,17.0
826,1142,703,1010,21.0,31.0
1027,1267,1007,1231,10.0,58.0
79,414,75,369,3.0,9.0
393,453,347,424,3.0,9.0
0,0,0,0,9.0,95.0
0,0,0,0,22.0,92.0
0,0,0,0,22.0,92.0
0,0,0,0,26.0,123.0
51,263,41,238,19.0,119.0
57,233,50,211,19.0,117.0
0,0,0,0,19.0,117.0
0,2,0,2,19.0,117.0
75,222,79,201,19.0,118.0
47,129,43,116,26.0,124.0
0,5,0,5,19.0,118.0
20,27,22,27,12.0,64.0
141,201,136,185,12.0,64.0
392,1037,407,944,30.0,64.0
1296,1717,1370,1684,12.0,65.0
1166,1726,1269,1693,30.0,106.0
0,0,0,0,30.0,57.0
130,224,127,210,30.0,57.0
558,1012,583,963,30.0,57.0
376,768,388,707,30.0,64.0
0,0,0,0,26.0,123.0
71,119,65,108,19.0,122.0
4,4,4,4,19.0,122.0
90,150,105,147,19.0,122.0
0,1,0,1,19.0,122.0
0,0,0,0,19.0,122.0
0,0,0,0,19.0,122.0
264,588,298,561,19.0,122.0
263,517,266,447,26.0,123.0
10,74,11,64,26.0,120.0
8,37,8,30,26.0,123.0
0,0,0,0,19.0,118.0
31,49,29,42,19.0,118.0
4,5,4,5,21.0,118.0
44,65,42,60,19.0,118.0
23,31,20,26,19.0,118.0
0,0,0,0,19.0,118.0
0,0,0,0,19.0,118.0
4,11,2,9,25.0,121.0
2,2,2,2,19.0,117.0
0,0,0,0,19.0,117.0
321,628,320,577,25.0,121.0
957,1312,936,1284,28.0,72.0
343,550,315,503,28.0,72.0
0,0,0,0,6.0,140.0
7,39,9,37,6.0,145.0
1,6,1,6,6.0,140.0
0,0,0,0,15.0,145.0
1148,1611,1186,1544,7.0,150.0
60,282,59,267,6.0,131.0
1151,1935,1185,1839,11.0,129.0
0,0,0,0,7.0,149.0
1266,1593,1220,1536,4.0,128.0
2146,2847,2093,2700,18.0,32.0
